tickers,company,listed_market,listing_date,issue_price,company_website,business_address,main_business,diluted_earnings_per_share 06/30/24,diluted_earnings_per_share 03/31/24,diluted_earnings_per_share 12/31/23,diluted_earnings_per_share 09/30/23,weighted_earnings_per_share 06/30/24,weighted_earnings_per_share 03/31/24,weighted_earnings_per_share 12/31/23,weighted_earnings_per_share 09/30/23,net_asset_per_share 06/30/24,net_asset_per_share 03/31/24,net_asset_per_share 12/31/23,net_asset_per_share 09/30/23,return_on_equity 06/30/24,return_on_equity 03/31/24,return_on_equity 12/31/23,return_on_equity 09/30/23,operating_profit_margin 06/30/24,operating_profit_margin 03/31/24,operating_profit_margin 12/31/23,operating_profit_margin 09/30/23,net_profit_margin 06/30/24,net_profit_margin 03/31/24,net_profit_margin 12/31/23,net_profit_margin 09/30/23,return_on_assets 06/30/24,return_on_assets 03/31/24,return_on_assets 12/31/23,return_on_assets 09/30/23,current_ratio 06/30/24,current_ratio 03/31/24,current_ratio 12/31/23,current_ratio 09/30/23,quick_ratio 06/30/24,quick_ratio 03/31/24,quick_ratio 12/31/23,quick_ratio 09/30/23,cash_ratio 06/30/24,cash_ratio 03/31/24,cash_ratio 12/31/23,cash_ratio 09/30/23,debt_to_asset_ratio 06/30/24,debt_to_asset_ratio 03/31/24,debt_to_asset_ratio 12/31/23,debt_to_asset_ratio 09/30/23
002653,海思科,深圳证券交易所,2012-01-17,20.0,http://www.haisco.com,西藏山南市泽当镇三湘大道17号,化学药品的研究开发、生产制造、销售推广。,0.1463,0.0814,0.2653,0.1806,0.1481,0.08,0.27,0.1812,3.7124,3.8564,3.7518,3.659,3.98,2.14,7.06,4.92,12.2522,13.0154,9.345,8.3938,9.6647,12.0615,8.8094,8.4394,2.5236,1.3258,4.4426,3.2382,1.8496,1.8898,1.7559,1.6934,1.6493,1.7042,1.5688,1.4578,73.7162,96.5125,77.709,67.9003,36.1285,37.398,37.3123,34.2531
002654,万润科技,深圳证券交易所,2012-02-17,12.0,http://www.masonled.com,广东省深圳市福田区皇岗路5001号深业上城产业研发大厦B座50层,LED封装、照明应用和亮化照明工程业务;以及电视广告内容营销和互联网数字营销广告传媒业务。,0.0166,0.0065,0.0286,0.0512,0.03,0.0137,0.05,0.08,1.7784,1.7469,1.7331,1.7738,1.92,0.79,3.09,4.39,0.0887,-0.0696,-0.9865,-0.3717,0.7037,0.603,0.571,1.2528,0.3392,0.1322,0.603,0.9628,1.3279,1.2851,1.315,1.2367,1.1979,1.1556,1.2062,1.1294,22.1068,19.9614,23.4192,32.8764,62.6846,63.3984,61.995,65.3976
002655,共达电声,深圳证券交易所,2012-02-17,11.0,http://www.gettopacoustic.com,山东省潍坊市坊子区凤山路68号,微型电声元器件及电声组件的研发、生产和销售,0.1063,0.0508,0.1629,0.0997,0.0977,0.0477,0.1546,0.0934,1.7692,1.7165,1.6702,1.6713,5.52,2.74,9.11,5.53,9.2436,8.3779,6.4805,4.0467,7.2909,7.1774,5.9726,3.82,2.6716,1.2913,4.3218,2.781,1.355,1.3964,1.4171,1.4505,0.9403,1.0402,1.1363,1.0812,34.2128,24.812,27.5759,26.8458,55.3228,55.6256,55.0196,52.7645
002656,ST摩登,深圳证券交易所,2012-02-28,27.8,http://www.modernavenuegroup.com,广东省广州市黄埔区科学城光谱中路23号A1栋16层,从事自有品牌卡奴迪路(CANUDILO)高级男装的研发设计、组织外包生产、品牌推广和终端销售;同时开展国际一线品牌的代理销售业务。,-0.0869,-0.0754,-0.125,-0.0774,-0.0869,-0.0754,-0.125,-0.0774,0.4346,0.4483,0.5212,0.6416,-20,-16.82,-23.98,-12.06,-54.8482,-84.8306,-34.3704,-27.7091,-55.463,-85.04,-30.7621,-25.6804,-12.4442,-10.2331,-14.9281,-8.2648,2.5931,2.5976,2.7574,3.1064,2.0666,2.0997,2.2731,2.4641,92.1726,158.411,75.4627,160.7365,37.5921,38.9737,37.5976,31.371
002657,中科金财,深圳证券交易所,2012-02-28,22.0,http://www.sinodata.net.cn,北京市朝阳区安翔北路11号北京创业大厦B座9层,应用软件开发、技术服务及相关的计算机信息系统集成服务。,-0.1456,-0.0808,-0.3185,-0.1152,-0.15,-0.08,-0.32,-0.12,5.37,5.4833,5.556,5.7448,-2.71,-1.47,-5.73,-2.01,-16.2621,-21.9034,-9.5234,-3.4961,-16.4106,-22.2411,-10.8128,-5.8986,-2.1035,-1.1258,-4.2829,-1.5931,2.8471,2.0788,2.1442,2.3581,2.1407,1.474,1.6504,1.5998,158.0905,93.7825,71.2107,102.494,22.4379,23.5608,25.2962,20.5489
002658,雪迪龙,深圳证券交易所,2012-03-09,20.51,http://www.chsdl.com,北京市昌平区高新三街3号,专业从事环境监测、工业过程分析、智慧环保及相关服务。,0.0775,-0.0102,0.3189,0.1943,0.08,-0.01,0.32,0.19,3.8754,4.0893,4.19,4.0235,2,-0.25,7.61,4.82,9.2352,-2.7656,14.9078,14.048,8.5771,-2.8027,13.4226,12.9223,1.7076,-0.2148,6.4233,3.6658,5.9598,6.3692,5.5985,3.6105,4.7971,5.1904,4.644,2.897,172.2386,139.0779,157.6342,68.9878,14.5328,13.7982,15.3978,23.8794
002659,凯文教育,深圳证券交易所,2012-03-09,10.1,http://www.kaiwenedu.com,北京市海淀区西三环北路甲2号院5号楼15层01室,教育及教育相关产业。,-0.0134,-0.0059,-0.081,-0.0423,-0.017,-0.01,-0.08,-0.043,3.6623,3.6728,3.6787,3.7193,-0.45,-0.16,-2.26,-1.15,-6.6032,-5.575,-17.5587,-17.2403,-5.2553,-4.5995,-19.0888,-13.2558,-0.2676,-0.1177,-1.5584,-0.7979,2.2692,2.1164,2.0742,1.9036,2.2685,2.1157,2.0738,1.9031,127.7617,139.0163,148.895,102.787,26.6491,27.0281,29.24,29.9469
002660,茂硕电源,深圳证券交易所,2012-03-16,18.5,http://www.mosopower.com,广东省深圳市南山区西丽松白路1061号茂硕科技园,LED照明驱动电源和消费电子电源。,0.0744,0.0254,0.1909,0.1559,0.09,0.0335,0.21,0.1673,3.5393,3.5801,3.5468,3.5304,2.62,0.94,6.05,4.74,4.001,3.0796,5.6087,5.9091,4.4699,3.4485,5.1238,5.449,1.4761,0.4884,3.7774,3.0469,2.7526,2.6833,2.8252,2.6917,2.4144,2.3512,2.4947,2.3935,63.0581,94.6093,130.4684,115.4269,29.0901,30.4295,28.813,29.789
002661,克明食品,深圳证券交易所,2012-03-16,21.0,http://www.kemen.cn,湖南省长沙市雨花区环保产业科技园振华路28号,米面制品的研发、生产及销售。,0.2963,0.1217,-0.6136,-0.1978,0.315,0.151,-0.2,0.035,7.5499,7.3399,7.1907,7.3925,3.96,2,-2.74,0.46,5.4694,4.6155,-2.7569,-0.538,4.2482,3.1254,-3.942,-1.6762,1.6841,0.6685,-3.5044,-1.0727,0.7596,0.808,0.6654,0.7328,0.4267,0.5799,0.3562,0.3221,33.4548,47.7521,24.0712,20.2904,50.5966,53.3278,52.1887,52.5537
002662,京威股份,深圳证券交易所,2012-03-09,20.0,http://www.beijing-wkw.com,北京市通州区外郎营村北2号院35号楼4层101(即北京市通州区台湖镇民企总部35号楼),"中高档汽车零部件的研发、生产、销售,专为中高档乘用车提供内外饰件系统的配套研发和相关服务。",0.1366,0.0734,0.3356,0.2319,0.14,0.07,0.34,0.23,2.7723,2.8092,2.7358,2.6321,4.93,2.61,12.27,8.81,14.9813,15.6211,16.0197,15.0188,12.7078,13.2351,13.9814,13.2702,4.1815,2.1335,9.6454,6.9351,2.6914,2.3412,2.0387,2.0111,2.0272,1.7594,1.5425,1.4695,62.2096,56.5312,44.5768,38.0823,15.1092,18.3237,21.3808,21.3013
002663,普邦股份,深圳证券交易所,2012-03-16,30.0,http://www.pblandscape.com,广东省广州市天河区海安路13号财富世纪广场A1幢34楼,"从事园林规划设计、园林工程建设、生态环境建设与运营、苗木种养、绿化养护等业务的大型民营股份制企业,致力成为全球领先的人居环境综合服务商。",0.0033,-0.0088,0.0128,-0.0178,0.0033,-0.0082,0.0077,-0.016,1.6359,1.6592,1.6787,1.6657,0.2,-0.49,0.46,-0.97,1.585,-4.2699,-3.265,-1.8161,0.6793,-4.5937,1.258,-2.4615,0.1138,-0.3072,0.4167,-0.6103,1.759,1.7442,1.6456,1.7641,1.6538,1.6284,1.5489,1.6251,42.2135,42.4941,41.3794,27.9324,42.2633,40.3341,44.1213,41.5406
002664,信质集团,深圳证券交易所,2012-03-16,16.0,http://www.chinaxinzhi.com,浙江省台州市椒江区前所信质路28号,各种电机定子、转子等电机核心零部件的研发、制造和销售业务。,0.2354,0.1158,0.5881,0.4098,0.236,0.1156,0.6,0.4171,8.5032,8.4362,8.3192,8.1046,2.78,1.37,7.18,5.15,3.8623,4.1171,6.3279,6.1496,3.3441,3.6368,5.1795,5.0573,0.9723,0.4974,2.6605,1.999,1.1407,1.206,1.2178,1.3116,0.9232,0.9749,0.9912,1.0607,42.0682,42.9767,27.3218,30.7254,64.8793,63.7391,62.3627,60.4666
002665,ST航高,深圳证券交易所,2012-03-27,30.86,http://www.sh-ihw.com,北京市丰台区南四环西路188号总部基地3区20号楼,"光热发电、光热储能+多能互补、氢能利用、电站空冷、余热发电、清洁供暖、海水淡化等领域的研发、设计、制造、设备供应、建设、运维,项目投资及项目总承包等服务。",-0.0171,-0.0266,-0.1258,-0.0676,-0.0191,-0.0273,-0.1276,-0.0697,1.9372,1.9288,1.9561,2.0141,-0.97,-1.42,-6.45,-3.39,-4.3802,-18.3408,-40.8259,-32.0074,-4.0779,-17.4333,-35.2215,-26.4132,-0.5463,-0.8365,-3.9326,-2.1551,2.0166,1.9133,2.0081,2.5725,1.6341,1.3807,1.4151,1.9816,22.1555,26.8423,24.8,31.7897,37.8319,39.178,38.5944,35.5554
002666,德联集团,深圳证券交易所,2012-03-27,17.0,http://www.delian.cn,广东省佛山市南海区狮山镇松岗虹岭二路386号,汽车精细化学品的生产和销售、汽车销售和售后维修服务。,0.0659,0.0288,0.0544,0.0639,0.07,0.03,0.06,0.07,4.4877,4.5161,4.5122,4.5125,1.49,0.65,1.29,1.51,2.9229,2.9709,0.6722,1.5595,2.2463,2.2172,0.7207,1.1996,0.9816,0.4292,0.7826,0.9467,2.1886,2.2147,2.0508,2.2176,1.4103,1.3853,1.4797,1.4448,39.0826,38.8724,36.6935,37.3325,32.7235,32.1413,34.6153,32.7014
002667,威领股份,深圳证券交易所,2012-03-29,25.0,http://www.willingnewenergy.com,辽宁省鞍山市鞍千路294号,矿山、建筑及筑路机械设备的研发、制造、销售和服务。,-0.3187,-0.1005,-1.1969,-0.3016,-0.2101,-0.065,-0.92,-0.305,2.5784,2.7233,2.7868,3.1368,-8.15,-2.39,-33.03,-9.72,-27.2827,-22.5707,-23.2723,-6.8997,-27.8845,-22.6979,-25.4243,-7.0708,-3.877,-1.2533,-14.3778,-3.3126,0.8486,0.9102,0.8706,1.4353,0.537,0.5149,0.6843,1.1799,19.6601,9.627,20.5942,52.9508,48.5369,44.5579,45.3856,43.0213
002668,TCL智家,深圳证券交易所,2012-04-16,11.0,http://www.tclsmarthome.com,广东省中山市南头镇南头大道中59号2楼A1,冰箱的设计、制造和销售。软件和信息技术服务。,0.9832,0.3903,1.4184,1.13,0.5159,0.2079,0.73,0.5505,1.8077,1.5013,1.3042,1.3057,28.54,13.85,55.63,42.16,13.4893,11.7413,11.7727,17.4057,11.8941,10.0796,10.1302,15.1361,7.5777,3.319,12.2311,14.5533,1.1127,1.0436,0.9828,1.1667,0.9579,0.8975,0.8265,1.0157,25.9279,33.524,24.4989,45.3064,75.6834,78.1959,81.0767,70.5745
002669,康达新材,深圳证券交易所,2012-04-16,12.0,http://www.shkdchem.com,上海市奉贤区雷州路169号,"胶粘剂的研发、生产、销售和服务,电磁兼容产品的研发、生产和销售业务。",-0.2493,-0.0975,0.1118,0.1034,-0.19,-0.083,0.1,0.107,9.5876,9.6784,9.7474,9.7721,-1.94,-0.84,1.02,1.08,-5.4803,-5.0404,-0.0902,-0.294,-5.5514,-5.5589,1.2227,1.5904,-1.0515,-0.413,0.4794,0.4847,1.1658,1.2897,1.3103,1.555,0.9204,0.9991,1.027,1.1968,19.811,20.391,18.6694,22.1657,55.423,54.4551,53.5416,50.8632
002670,国盛金控,深圳证券交易所,2012-04-16,7.3,http://www.gsfins.com,江西省南昌市红谷滩区凤凰中大道1115号北京银行大楼15和12层,证券业务。,0.023,0.0119,-0.0157,0.0245,0.023,0.0119,-0.0155,0.0246,5.6864,5.6707,5.6479,5.6914,0.4,0.21,-0.27,0.43,6977.8996,8982.0583,1353.9935,15596.4738,4762.5291,5062.1394,-2123.1738,6901.6014,0.1192,0.061,-0.0932,0.1537,1.2049,1.2175,1.2586,1.2968,1.2049,1.2175,1.2586,1.2968,38.403,37.1229,49.1875,50.8726,70.5003,70.8682,66.3697,64.3028
002671,龙泉股份,深圳证券交易所,2012-04-26,21.0,http://www.lq-pipe.cn,江苏省常州市新北区沿江东路533号,预应力钢筒混凝土管(PCCP)和高端金属管件产品的生产与销售。,0.0292,-0.0147,0.0451,0.002,0.029,-0.0147,0.05,0.005,2.8598,2.8274,2.8371,2.7951,1.02,-0.52,1.73,0.19,4.0604,-5.4987,2.6987,0.6087,3.9309,-6.3277,2.3011,0.1653,0.6138,-0.3248,0.9786,0.044,1.6275,1.6936,1.6378,1.606,1.3315,1.4066,1.4206,1.343,38.4264,33.9958,31.3817,28.817,39.8487,37.5533,38.3963,38.5347
002672,东江环保,深圳证券交易所,2012-04-26,43.0,http://www.dongjiang.com.cn,"广东省深圳市南山区科技园北区朗山路9号东江环保大楼1楼,3楼,8楼北面,9-12楼","公司立足于工业废物处理业务,积极拓展市政废物处理业务,配套发展环境工程及服务和贸易及其他等增值性业务,充分发挥完整的产业链优势,秉承""保护环境、再造资源""的绿色理念,为企业和城市提供环境管理整体解决方案,打造符合低碳经济特色的综合性高科技固废处理环保服务商。",-0.2889,-0.1746,-0.8048,-0.4038,-0.23,-0.14,-0.74,-0.32,3.7465,3.9278,4.0682,4.4304,-6.22,-3.59,-16.69,-7.29,-20.2009,-24.1953,-22.0591,-15.0179,-20.5563,-24.4205,-22.1126,-14.9416,-2.7259,-1.6317,-7.3138,-3.6483,0.8364,0.9078,1.1175,1.2899,0.6432,0.7157,0.8764,0.9961,22.3685,16.1026,39.1004,27.0681,59.6686,58.9802,58.5421,54.841
002673,西部证券,深圳证券交易所,2012-05-03,8.7,http://www.westsecu.com,陕西省西安市新城区东新街319号8幢10000室,主营业务：,0.1494,0.0457,0.268,0.2018,0.1462,0.0439,0.2608,0.196,6.3069,6.2957,6.2521,6.1905,2.32,0.7,4.17,3.17,--,--,--,--,--,--,--,--,0.7048,0.2071,1.2449,0.9398,--,--,--,--,--,--,--,--,--,--,--,--,70.044,71.2522,70.772,70.9926
002674,兴业科技,深圳证券交易所,2012-05-07,12.0,http://www.xingyeleather.com,福建省晋江市安海第二工业区兴业路1号,从事中高档牛头层鞋面革的开发、生产与销售。,0.2753,0.1526,0.793,0.7039,0.1934,0.1173,0.6182,0.5947,7.8455,8.3396,8.2268,8.1525,2.5,1.42,7.76,7.29,7.6282,9.0588,9.8066,12.4002,6.3708,7.461,8.574,10.5867,1.8788,1.0745,5.6286,5.1267,2.4102,2.8981,2.9485,3.0184,1.409,1.6335,1.7125,1.7686,65.5892,46.0757,54.195,71.9685,40.9582,35.9093,36.4461,35.6575
002675,东诚药业,深圳证券交易所,2012-05-25,26.0,http://www.dcb-group.com,山东省烟台经济技术开发区长白山路7号,肝素钠原料药、硫酸软骨素的研发、生产和销售。,0.1454,0.08,0.3083,0.4132,0.1356,0.078,0.2543,0.3466,5.3845,6.0728,5.7912,6.0826,2.52,1.28,4.39,5.7,11.1088,12.9798,10.4304,15.9926,8.4414,10.1866,7.7608,13.178,1.3834,0.773,3.1453,4.1103,1.5263,1.4257,1.2695,1.3492,1.1182,0.9579,0.8064,0.8314,48.0044,36.7271,33.1637,37.515,37.471,31.3881,33.2419,32.1037
002676,顺威股份,深圳证券交易所,2012-05-25,15.8,http://www.sunwill.com.cn,广东省佛山市顺德区高新区(容桂)科苑一路6号,塑料空调风叶的生产和销售。,0.0568,0.0233,0.049,0.0423,0.0567,0.0233,0.0489,0.0423,1.7099,1.6776,1.6405,1.6296,3.32,1.39,2.98,2.6,3.8312,3.3849,1.8256,2.2696,2.9481,2.6538,1.5561,1.8223,1.3377,0.6001,1.3796,1.2004,1.4165,1.5001,1.5367,1.5523,1.1768,1.1999,1.1589,1.1807,29.9741,30.2605,19.7068,14.177,59.709,56.8618,53.162,53.1332
002677,浙江美大,深圳证券交易所,2012-05-25,9.6,http://www.meida.com,浙江省海宁市袁花镇谈桥81号(海宁市东西大道60km),以集成灶产品为主的现代新型厨房电器的研发、设计、生产和销售。,0.1488,0.1191,0.7187,0.5626,0.15,0.12,0.72,0.56,2.5377,3.2581,3.1399,2.9862,5.95,3.67,22.89,18.84,24.4985,33.135,32.5284,33.5597,20.9451,28.1763,27.7589,28.8144,5.1559,3.2913,19.9036,16.4482,4.7083,6.8187,4.9304,4.8108,4.3021,6.4768,4.6955,4.5037,407.2261,632.1821,457.446,433.1476,11.9567,9.776,13.0378,12.691
002678,珠江钢琴,深圳证券交易所,2012-05-30,13.5,http://www.pearlriverpiano.com,"广东省广州市增城区永宁街香山大道38号1号楼,厂房(自编号3号楼)",钢琴及数码乐器产品的研发、制造、销售与服务以及艺术教育等。,-0.0574,-0.0155,0.0013,0.0035,-0.05,-0.01,0.004,0.01,2.6609,2.7019,2.718,2.7054,-2.02,-0.54,0.16,0.18,-20.9077,-9.5821,0.9388,1.0617,-21.4534,-9.8623,0.1527,0.5245,-1.8814,-0.4869,0.0378,0.0991,5.8604,4.91,3.8753,3.2617,2.7826,2.5159,2.1567,1.9396,192.4043,155.976,157.0036,162.2382,12.3193,14.2914,18.1813,22.2218
002679,福建金森,深圳证券交易所,2012-06-05,12.0,http://www.jinsenforestry.com,福建省三明市将乐县水南镇三华南路50号12-15层,"森林培育营造,森林保有管护,木材生产销售。",-0.1598,-0.0881,0.0339,-0.1141,-0.16,-0.09,0.03,-0.11,3.044,3.1412,3.2293,3.0812,-5.25,-2.8,1.05,-3.7,-119.3207,-391.6577,6.5133,-36.7575,-120.4077,-396.3059,5.4116,-36.9563,-1.9377,-1.0408,0.3898,-1.2976,8.5466,7.7201,7.8838,6.8049,1.219,1.2856,1.5095,1.4763,62.0046,79.3749,105.3862,82.7551,63.0726,62.8597,62.8474,64.9348
002681,奋达科技,深圳证券交易所,2012-06-05,12.48,http://www.fenda.com,广东省深圳市宝安区石岩街道洲石路奋达科技园,消费电子产品及其核心部件的研发、设计、生产与销售。,0.0432,0.01,0.0165,0.1343,0.05,0.0122,0.03,0.1361,1.3245,1.313,1.2455,1.3314,3.6,0.93,1.99,10.33,6.114,3.267,2.3344,7.2611,5.53,2.7591,1.031,10.8725,1.7427,0.385,0.6686,5.3885,1.205,1.2492,1.274,1.6187,0.9972,1.0964,1.0867,1.3447,41.7994,54.9938,59.9068,55.5653,47.9802,50.797,50.7687,47.5871
002682,龙洲股份,深圳证券交易所,2012-06-12,10.6,http://www.lzgf.cn,福建省龙岩市新罗区南环西路112号,"汽车客运及客运站经营、货运物流及与之相关的汽车与配件销售及维修、成品油及天然气销售、交通职业教育与培训、商业保理等,沥青特种集装箱的物流服务、沥青的仓储及加工、沥青产品贸易及电商等。",-0.0855,-0.0009,-0.7972,-0.2626,-0.06,0.01,-0.63,-0.21,2.6242,2.6916,2.6883,3.0853,-2.31,0.27,-23.31,-6.88,-3.3586,0.5442,-11.7794,-4.8931,-3.5404,-0.0795,-12.0633,-5.2254,-0.7231,-0.0073,-6.6806,-2.0366,1.0475,0.9951,0.951,1.0289,0.8766,0.8076,0.8703,0.8888,16.4863,14.3966,17.6958,19.7666,75.1098,74.1169,74.4165,72.184
002683,广东宏大,深圳证券交易所,2012-06-12,14.46,http://www.hdbp.com,广东省广州市天河区兴民路222号之三(C3栋)天盈广场东塔56层,民爆器材产品(含现场混装)、矿山基建剥离、整体爆破方案设计、爆破开采、矿物分装与运输等服务。,0.7265,0.1387,1.2798,0.8807,0.5471,0.0999,0.9553,0.6636,8.4152,8.5194,8.5168,8.2979,6.46,1.17,11.07,8,11.5478,6.0846,9.86,9.8541,9.9894,4.8081,8.4237,8.3012,3.3107,0.6353,5.9801,4.3041,1.61,2.0482,1.4821,1.4873,1.5315,1.9618,1.4182,1.4167,41.7053,59.0919,51.6981,42.232,52.9838,52.8288,51.1388,50.857
002685,华东重机,深圳证券交易所,2012-06-12,9.99,http://www.hdhm.com,江苏省无锡市滨湖区高浪东路508号华发传感大厦B座24楼,"聚焦于以“集装箱装卸设备”和“智能数控机床”为主的高端装备制造板块,同时,公司借助光伏行业发展机遇,拓展太阳能电池组件业务,推进业务结构转型升级。",0.015,0.0156,-0.8295,-0.0853,0.027,0.0207,-0.8048,-0.0806,1.4459,1.4398,1.4188,2.1463,1.86,1.44,-56.73,-3.76,2.1806,10.0056,-138.2947,-20.0853,2.7214,10.332,-124.5588,-16.6561,0.4117,0.4918,-26.8834,-2.3594,1.3313,1.432,1.4352,1.4369,1.1615,1.1475,1.2161,1.045,18.4436,21.779,30.1383,34.2628,61.1914,55.3135,54.5255,40.516
002686,亿利达,深圳证券交易所,2012-07-03,16.0,http://www.yilida.com,浙江省台州市路桥区横街镇亿利达路,从事风机研发、生产、销售业务。,0.0622,0.021,0.0413,0.101,0.0598,0.0194,0.0364,0.0962,2.8868,2.8647,2.8437,2.9076,2.07,0.68,1.28,3.31,6.1704,5.3284,1.7865,5.6789,5.2339,4.2347,1.4602,4.9692,1.2389,0.4117,0.7835,1.9415,1.6144,1.6493,1.4554,1.5389,1.0034,1.0614,0.992,1.0011,36.3015,38.8217,30.4547,30.2268,38.3423,39.6149,42.0202,40.0849
002687,乔治白,深圳证券交易所,2012-07-13,23.0,http://www.giuseppe.cn,浙江省平阳县昆阳镇平瑞公路588号,"从事""乔治白""品牌的职业装、男装及休闲服饰的生产和销售;主要产品包括男女式西服、西裤、马甲、裙子、衬衫、茄克、风衣等。",0.0849,0.0456,0.4129,0.25,0.09,0.05,0.4,0.25,2.8222,3.0161,3.0626,2.8558,3.2,1.5,13.26,8.71,9.2621,10.4647,16.2878,13.4533,8.3057,9.093,13.8357,12.9677,2.2298,1.1243,9.2301,6.3279,3.2203,3.3438,2.6507,2.9844,2.585,2.7252,2.2384,2.3765,94.1587,149.3785,138.5432,113.4936,22.468,22.2071,28.3537,24.2805
002688,金河生物,深圳证券交易所,2012-07-13,18.0,http://www.jinhe.com.cn,内蒙古自治区托克托县新坪路71号,动物保健品生产、销售、研发及服务。,0.1161,0.061,0.121,0.1459,0.1166,0.0578,0.1108,0.1321,2.8453,2.892,2.8789,2.9115,4.1,2,3.85,4.54,9.4754,9.6233,4.8172,7.588,8.5008,9.1585,4.3436,7.2528,1.6003,0.8511,1.7315,2.1294,1.0747,1.016,0.9035,0.9496,0.7189,0.6747,0.6065,0.6652,32.5689,31.4538,26.9403,31.5763,56.0456,54.7507,53.8546,52.431
002689,远大智能,深圳证券交易所,2012-07-17,8.0,http://www.bltelevator.com.cn,辽宁省沈阳经济技术开发区开发大路27号,主要从事电梯、自动扶梯、自动人行道的设计、制造、销售、安装和维保等业务。,-0.0074,-0.0403,0.0297,0.0263,-0.0074,-0.0403,0.0297,0.0263,1.1089,1.076,1.1154,1.1138,-0.67,-3.74,2.67,2.36,0.6901,-18.0208,3.0025,2.9774,-1.6461,-21.6687,2.3218,2.9059,-0.4123,-2.2651,1.6306,1.4139,2.1095,2.03,2.0772,2.0638,1.4574,1.4347,1.5315,1.4263,49.47,61.7191,55.5575,50.2187,38.3729,39.4755,38.8166,40.0723
002690,美亚光电,深圳证券交易所,2012-07-31,17.0,http://www.chinameyer.com,安徽省合肥市高新区望江西路668号,从事光电检测与分级专用设备及其应用软件研发、生产和销售。,0.3082,0.1144,0.8442,0.6382,0.3073,0.1146,0.8459,0.638,2.6838,3.1814,3.127,2.9322,11.48,3.59,27,21.77,33.5998,35.9906,33.9668,38.9093,29.231,30.4467,30.7098,33.984,9.1649,2.9975,21.7487,17.2953,4.0813,5.1854,4.3767,4.0179,3.2514,4.2329,3.7015,3.175,215.5681,307.3581,231.8591,206.342,20.1942,16.6087,19.4366,20.5394
002691,冀凯股份,深圳证券交易所,2012-07-31,7.4,http://www.jikaigf.com,河北省石家庄高新区湘江道418号,"支护机具、安全钻机、掘进设备和运输机械等矿用机械装备,是矿山装备的专业供应商与服务商。",0.0148,0.0071,-0.0037,-0.0682,0.015,0.008,-0.01,-0.071,2.6496,2.6416,2.6339,2.5689,0.58,0.31,-0.2,-2.76,10.8802,37.9924,-2.1366,-10.3062,3.6863,7.6416,-0.3765,-10.673,0.4343,0.2103,-0.1121,-2.1375,3.164,3.1913,3.3508,4.0498,2.2711,2.1898,2.3655,2.4741,56.1239,17.9053,29.3793,45.8592,20.5914,20.4326,19.2638,17.8425
002692,远程股份,深圳证券交易所,2012-08-08,15.0,http://www.yccable.cn,江苏省宜兴市官林镇远程路8号,电线电缆产品的设计、研发、生产与销售。,0.0594,0.023,0.0712,0.0446,0.0594,0.023,0.0712,0.0446,1.597,1.5806,1.5576,1.531,3.72,1.45,4.57,2.91,2.431,2.089,1.8067,1.4467,2.2401,2.0374,1.5969,1.4105,1.4655,0.6082,1.8815,1.1968,1.3316,1.3523,1.3326,1.3813,1.1002,1.1184,1.1017,1.158,5.4221,5.405,10.9549,8.1161,61.2395,58.8503,59.5075,59.5703
002693,双成药业,深圳证券交易所,2012-08-08,20.0,http://www.shuangchengmed.com,海南省海口市秀英区兴国路16号,从事化学合成多肽药品的生产、销售和研发。,-0.0581,-0.0341,-0.1727,-0.0418,-0.0409,-0.0211,-0.12,-0.0039,1.0911,1.1108,1.1314,1.2608,-3.73,-1.89,-10.76,-0.31,-25.1821,-33.1573,-31.0066,-9.7745,-25.5234,-33.1854,-30.5075,-9.5666,-2.9542,-1.7773,-8.9607,-2.0239,1.0792,1.0144,0.9664,0.7425,0.5932,0.4206,0.4354,0.4522,12.3897,13.683,2.4204,1.3576,39.7865,36.9178,35.556,33.0375
002694,顾地科技,深圳证券交易所,2012-08-16,13.0,http://www.goody.com.cn,湖北省鄂州经济开发区吴楚大道18号,塑料管材管件的制造和销售、体育赛事运营。,-0.0572,-0.0288,0.1135,0.2256,-0.06,-0.03,0.16,0.25,0.7252,0.7678,0.7976,0.2856,-7.71,-3.89,16.02,85.91,-18.1141,-14.9107,14.3917,22.0654,-11.3983,-15.0888,9.2843,19.6457,-3.6025,-1.6247,6.4385,12.6746,1.0772,1.177,1.2061,0.6725,0.6631,0.8411,0.8671,0.3279,43.4021,59.9279,63.1212,9.1357,56.3304,58.6318,56.8049,84.0189
002695,煌上煌,深圳证券交易所,2012-09-05,30.0,http://www.jxhsh.com.cn,江西省南昌市南昌县小蓝经济开发区洪州大道66号,酱卤肉制品及佐餐凉菜快捷消费食品的开发、生产和销售。,0.1086,0.0571,0.119,0.1763,0.109,0.058,0.124,0.2,4.9453,5.0785,5.0162,5.1705,2.2,1.15,2.53,3.5,6.6001,8.4806,3.7166,7.4707,5.7067,6.9533,3.4499,6.2113,1.8274,0.9536,1.9712,2.8945,5.4708,6.4052,5.2504,7.2409,4.4368,4.9134,3.9338,5.8011,327.2666,385.8984,298.1966,448.222,16.7057,15.1331,16.7798,14.0861
