tickers,company,listed_market,listing_date,issue_price,company_website,business_address,main_business,diluted_earnings_per_share 06/30/24,diluted_earnings_per_share 03/31/24,diluted_earnings_per_share 12/31/23,diluted_earnings_per_share 09/30/23,weighted_earnings_per_share 06/30/24,weighted_earnings_per_share 03/31/24,weighted_earnings_per_share 12/31/23,weighted_earnings_per_share 09/30/23,net_asset_per_share 06/30/24,net_asset_per_share 03/31/24,net_asset_per_share 12/31/23,net_asset_per_share 09/30/23,return_on_equity 06/30/24,return_on_equity 03/31/24,return_on_equity 12/31/23,return_on_equity 09/30/23,operating_profit_margin 06/30/24,operating_profit_margin 03/31/24,operating_profit_margin 12/31/23,operating_profit_margin 09/30/23,net_profit_margin 06/30/24,net_profit_margin 03/31/24,net_profit_margin 12/31/23,net_profit_margin 09/30/23,return_on_assets 06/30/24,return_on_assets 03/31/24,return_on_assets 12/31/23,return_on_assets 09/30/23,current_ratio 06/30/24,current_ratio 03/31/24,current_ratio 12/31/23,current_ratio 09/30/23,quick_ratio 06/30/24,quick_ratio 03/31/24,quick_ratio 12/31/23,quick_ratio 09/30/23,cash_ratio 06/30/24,cash_ratio 03/31/24,cash_ratio 12/31/23,cash_ratio 09/30/23,debt_to_asset_ratio 06/30/24,debt_to_asset_ratio 03/31/24,debt_to_asset_ratio 12/31/23,debt_to_asset_ratio 09/30/23
300755,华致酒行,深圳证券交易所,2019-01-29,16.79,http://www.vatsliquor.com,北京市东城区白桥大街15号嘉禾国信大厦CD座5层,国内外精品酒水的营销和服务。,0.3857,0.3274,0.5803,0.5733,0.38,0.31,0.56,0.55,9.0157,9.0801,9.118,9.1062,4.13,3.43,6.19,6.08,3.204,3.9483,2.5288,3.0862,2.7048,3.3017,2.3898,2.8955,2.3025,1.8418,3.3354,3.1222,2.0818,1.9743,2.028,1.919,1.1192,1.1426,1.0084,1.1368,32.8768,51.1681,33.2246,54.8378,44.791,47.6066,46.1861,49.1169
300756,金马游乐,深圳证券交易所,2018-12-28,53.86,http://www.jinmabrand.com,广东省中山市火炬开发区沿江东三路5号,大型游乐设施、虚拟沉浸式游乐项目研发、制造、销售、安装及创新文旅项目投资运营。,0.0894,0.0655,0.2914,0.5947,0.1,0.06,0.31,0.66,8.8031,8.8681,8.802,9.1185,1.09,0.7,3.33,6.64,5.0993,14.6577,5.7618,14.3745,4.5035,10.6875,6.2181,13.9901,0.6548,0.4817,2.1758,4.4534,2.1554,2.2132,2.2952,2.537,1.7186,1.6861,1.7333,1.9822,107.8919,108.5634,98.015,102.7002,34.526,33.7463,33.1967,30.9371
300757,罗博特科,深圳证券交易所,2019-01-08,21.56,http://www.robo-technik.com,江苏省苏州工业园区唯亭港浪路3号,研制高端自动化装备和基于工业互联网技术的智能制造执行系统软件。,0.3514,0.0519,0.6919,0.2887,0.35,0.05,0.7,0.29,6.5156,8.9709,8.8986,8.3611,5.37,0.6,7.85,3.51,8.1168,3.0982,5.2973,3.4852,7.556,2.1785,4.8602,2.9497,2.129,0.211,2.975,1.2311,1.1265,1.0965,1.1048,1.1079,0.918,0.7634,0.7853,0.7465,16.0788,15.2796,15.2391,14.0955,60.587,63.6113,61.8184,64.4175
300758,七彩化学,深圳证券交易所,2019-02-22,22.09,http://www.hifichem.com,辽宁省鞍山市腾鳌经济开发区一号路八号,高性能有机颜料、溶剂染料及相关中间体的研发、生产与销售。,0.1746,0.0547,0.0419,0.0072,0.17,0.05,0.03,-0.01,4.1212,3.9817,3.9263,3.8878,4.02,1.33,0.69,-0.24,10.7838,7.8877,0.9245,-0.3752,9.5991,6.9269,1.4032,0.3304,1.9669,0.6428,0.4978,0.0923,1.3332,1.1824,1.0175,1.4264,0.9391,0.7998,0.6904,0.9817,37.1773,29.1572,25.1175,38.3357,49.0773,48.6672,48.7187,45.1624
300759,康龙化成,深圳证券交易所,2019-01-28,7.66,http://www.pharmaron.cn,北京市北京经济技术开发区泰河路6号,药物研究、开发及生产服务。,0.6059,0.1208,0.8853,0.635,0.6271,0.1298,0.9019,0.6421,7.2804,7.0981,7.0252,6.663,8.56,1.82,12.75,9.57,21.9333,10.0502,16.0157,15.5192,19.3229,8.0846,13.7093,13.2534,4.7092,0.8553,5.9742,5.0477,1.8082,2.5155,2.9756,1.9447,1.5044,2.2302,2.6984,1.6767,61.3947,127.2329,165.913,59.3583,40.5493,47.0883,50.0012,43.3766
300760,迈瑞医疗,深圳证券交易所,2018-10-16,48.8,http://www.mindray.com,广东省深圳市南山区高新技术产业园区科技南十二路迈瑞大厦1-4层,医疗器械的研发、制造、营销及服务。,6.2485,2.6078,9.5497,8.1122,6.2413,2.6091,9.5577,8.1185,32.0408,29.836,27.2882,30.3696,19.46,8.74,35.01,26.71,41.7922,38.1132,37.4152,41.0225,36.9007,33.7336,33.1457,36.0226,12.4962,6.22,24.1519,19.6739,2.3499,2.6869,2.6602,2.7891,1.9997,2.3294,2.2664,2.3917,159.9317,191.8019,186.3749,194.4811,27.9967,28.3326,30.4421,26.3465
300761,立华股份,深圳证券交易所,2019-02-18,29.35,http://www.lihuamuye.com,江苏省常州市武进区牛塘镇漕溪路66号,黄羽鸡、生猪、肉鹅的生产与销售。,0.6925,0.095,-0.5303,-0.3444,0.6943,0.0967,-0.5285,-0.4568,10.0486,9.4037,9.2851,9.456,6.91,1.03,-5.69,-3.64,7.4617,2.3003,-2.62,-2.3988,7.3431,2.1483,-2.8585,-2.554,4.0238,0.5595,-3.2119,-1.9951,0.7951,0.7638,0.7692,0.8796,0.2094,0.2916,0.2818,0.4106,6.8746,14.6152,7.2561,13.3329,40.9056,43.9283,43.0152,44.5422
300762,上海瀚讯,深圳证券交易所,2019-03-14,16.28,http://www.jushri.com,上海市嘉定区鹤友路258号,公司主要从事行业宽带移动通信设备的研发、制造、销售及工程实施。,-0.0829,-0.016,-0.3022,-0.0999,-0.0829,-0.016,-0.3,-0.1,3.8923,3.9592,3.9752,4.175,-2.13,-0.4,-7.6,-2.39,-68.777,-17.0482,-82.0245,-40.0477,-48.9993,-14.7439,-60.6743,-29.0647,-1.4467,-0.286,-5.4521,-1.8027,2.6039,2.8606,2.9439,3.5103,2.2637,2.5541,2.6401,3.0935,124.773,143.3118,149.9406,167.4705,31.2922,29.149,28.2768,24.6627
300763,锦浪科技,深圳证券交易所,2019-03-19,26.64,http://www.ginlong.com,浙江省象山县经济开发区滨海工业园金通路57号,"组串式逆变器研发、生产、销售和服务,主要产品为组串式逆变器。",0.8791,0.0506,1.9443,1.8748,0.88,0.05,1.95,1.89,20.19,19.4535,19.3492,19.3564,4.37,0.26,10.05,9.69,11.3615,2.2225,13.7192,17.6845,10.4988,1.4523,12.7746,16.1914,1.6149,0.0928,3.6094,3.6237,0.9318,0.8239,0.7343,1.0149,0.5402,0.4683,0.42,0.6164,12.2938,14.7495,17.2879,24.1807,63.0247,64.3539,64.0793,62.587
300765,新诺威,深圳证券交易所,2019-03-22,24.47,http://www.xnwpharma.net,河北省石家庄市栾城区张举路62号,功能食品的研发、生产与销售。,0.0202,0.0256,0.6452,0.4984,0.1,0.0676,0.6533,0.5066,2.7803,3.7649,4.3381,4.1945,3.51,1.79,14.88,11.88,6.8936,10.7153,35.6296,35.8183,2.9221,5.7171,30.1922,30.6805,0.4825,0.4633,13.4109,10.8383,2.7809,3.9144,8.2607,9.3875,2.4378,3.6313,7.8228,8.7939,169.0006,290.5417,669.9133,742.6432,16.4529,15.2978,9.6759,8.6267
300766,每日互动,深圳证券交易所,2019-03-25,13.08,http://www.ge.cn,浙江省杭州市西湖区荆大路100号每日金座南楼,"基于大数据的移动互联网综合服务提供商,主要利用大数据能力提供面向移动应用开发者的技术服务、面向广告主的移动互联网营销服务,以及面向其他垂直领域客户的数据服务。",0.0134,-0.0067,-0.1333,0.0079,0.01,-0.0097,-0.13,0.0013,4.1589,4.0606,4.0653,4.1804,0.25,-0.23,-3.08,0.03,2.6138,-5.5207,-12.6629,-2.5198,2.4293,-2.6705,-12.3648,1.0158,0.2862,-0.1443,-2.6066,0.1528,4.8214,4.6437,3.4466,4.4047,4.6916,4.5773,3.4218,4.3546,304.6176,312.4743,261.5284,322.2378,8.4767,9.7894,18.0486,16.1174
300767,震安科技,深圳证券交易所,2019-03-29,19.19,http://www.zhenanpro.com,云南省昆明市西山区棕树营街道鱼翅路云投中心B3栋22层,"建筑隔震橡胶支座的研发、生产、销售,并提供隔震咨询,隔震设计,隔震橡胶支座安装指导、更换、维护等相关技术服务。",-0.1169,-0.0304,-0.1668,0.0659,-0.1182,-0.0479,-0.1661,0.055,6.2056,6.2936,6.3238,6.5283,-1.9,-0.48,-2.63,0.97,-12.2414,-6.8069,-6.7602,2.3237,-12.7729,-6.85,-5.9426,3.0142,-1.1514,-0.2827,-1.5599,0.6058,3.1442,2.7617,2.7071,2.8091,2.6498,2.3541,2.2787,2.3086,103.2706,101.5717,88.6438,73.8071,38.534,41.2277,40.5733,39.6631
300768,迪普科技,深圳证券交易所,2019-04-12,11.23,http://www.dptech.com,浙江省杭州市滨江区月明路595号迪普科技,从事企业级网络通信产品的研发、生产、销售以及为用户提供相关专业服务。,0.0809,0.057,0.1967,0.1042,0.08,0.06,0.2,0.11,4.9648,4.9731,5.0527,4.9931,1.63,1.15,3.89,2.09,10.1225,14.4623,12.1454,9.5773,10.3608,14.4063,12.2476,9.3148,1.4088,0.971,3.28,1.8397,7.1288,6.3064,6.0999,8.1888,6.3528,5.6373,5.4916,7.3563,597.581,517.705,505.4282,677.736,13.4997,15.2589,15.7422,11.8309
300769,德方纳米,深圳证券交易所,2019-04-15,41.78,http://www.dynanonic.com,广东省深圳市南山区留仙大道3370号南山智园崇文园区1号楼10层,锂离子电池材料的研发、生产和销售。,-2.0802,-0.7614,-7.0968,-4.3711,-1.85,-0.66,-5.85,-3.55,22.6352,24.5452,25.5117,27.714,-8.13,-2.69,-22.97,-12.87,-15.3807,-12.9422,-12.838,-9.9199,-13.4271,-11.2372,-11.6761,-8.5316,-3.0078,-1.097,-9.5574,-4.9621,0.9807,1.0865,1.1775,1.3326,0.856,0.9352,1.0693,1.1603,29.1893,32.6561,36.8066,39.0122,59.3857,56.5541,57.9617,61.5756
300770,新媒股份,深圳证券交易所,2019-04-19,36.17,http://www.snm.gd.cn,广东省广州市人民北路686号自编25幢后座,"经广东广播电视台授权,公司独家运营与广东IPTV集成播控服务、互联网电视集成服务和内容服务配套的经营性业务。",1.203,0.6404,3.0619,2.1616,1.21,0.65,3.09,2.18,16.0777,16.5664,15.926,15.032,7.48,3.87,19.23,14.38,41.9754,43.5327,45.861,45.1754,36.0314,36.9358,46.4388,45.0564,5.5986,2.9956,15.3137,10.6307,3.7208,4.1743,4.6142,3.5895,3.7205,4.1741,4.6138,3.5891,283.3859,333.2193,374.8118,287.0867,24.9874,22.3184,20.1473,25.8435
300771,智莱科技,深圳证券交易所,2019-04-22,30.24,http://www.szzhilai.com,广东省深圳市龙岗区坂田街道雪岗北路2018号天安云谷二期4栋37层3705-3709,物品智能保管与交付设备的研发、生产、销售及服务。,0.0498,0.0355,0.0966,-0.0598,0.05,0.04,0.1,-0.06,7.9687,8.0464,8.1516,8.0739,0.65,0.46,1.25,-0.69,9.5349,14.0751,7.6464,-8.5842,7.2541,11.032,5.6565,-6.2901,0.528,0.3856,1.0278,-0.6414,5.6257,7.0769,6.5656,6.9683,4.9986,6.3428,5.8843,6.1227,130.0995,176.8758,190.1446,169.5931,15.6399,12.5701,13.3583,13.4136
300772,运达股份,深圳证券交易所,2019-04-26,6.52,http://www.chinawindey.com,浙江省杭州市西湖国际科技大厦A座18F,大型风力发电机组的研发、生产和销售。,0.2111,0.1002,0.5931,0.3622,0.2113,0.1017,0.6,0.3577,7.6343,7.5445,7.4713,7.2488,2.75,1.33,7.9,4.93,1.8665,1.7004,2.2569,2.1427,1.7172,1.8755,2.2237,2.2638,0.4625,0.2142,1.2085,0.7849,0.9489,0.9033,0.928,0.997,0.6332,0.6269,0.6409,0.7193,16.1718,16.886,21.2972,21.6685,82.9398,83.7173,84.6252,83.8488
300773,拉卡拉,深圳证券交易所,2019-04-25,33.28,http://www.lakala.com,北京市海淀区北清路中关村壹号D1座6层606,"为实体小微企业提供收单服务和为个人用户提供个人支付服务,此外拉卡拉还以积累的丰富第三方支付运营经验,向客户提供第三方支付增值服务。",0.5244,0.2606,0.5713,0.7763,0.54,0.27,0.59,0.8,4.7094,4.9455,4.6851,4.8908,11.13,5.27,12.21,15.88,16.9133,16.7091,9.0721,17.3896,14.0687,13.9564,7.7018,14.0384,3.8877,1.8801,3.7269,5.1549,1.0121,1.0437,1.0098,1.0093,1.0111,1.0427,1.0091,1.0084,89.2376,90.0703,87.8127,86.0713,65.0763,64.3041,69.4275,67.5121
300774,倍杰特,深圳证券交易所,2021-08-04,4.57,http://www.bgtwater.com,北京市北京经济技术开发区荣华中路8号院8号楼4层501(北京自贸试验区高端产业片区亦庄组团),"聚焦于污水资源化再利用和水深度处理,依托自主研发的高含盐废水零排放分盐技术、中水高效回用工艺技术、高盐复杂废水减量化工艺技术等一系列核心技术,为客户提供水处理解决方案、运营管理及技术服务、商品制造与销售服务。",0.3221,0.0577,0.2355,0.3142,0.3312,0.0632,0.25,0.311,3.7341,3.6161,3.5529,3.6094,8.87,1.75,7.16,8.62,28.807,20.0581,15.2414,27.3895,24.7405,16.5665,14.7378,22.3968,5.2503,0.8896,3.4373,4.8811,1.8555,1.7411,1.5905,1.6914,1.5509,1.4141,1.3181,1.3635,27.255,26.9124,43.3067,19.3216,34.7537,40.0804,44.076,38.7875
300775,三角防务,深圳证券交易所,2019-05-21,5.91,http://www.400mn.com,陕西省西安市航空基地蓝天二路8号,航空、航天、船舶、有色金属等行业锻件产品的研制、生产和服务。,0.5298,0.3806,1.4803,1.12,0.53,0.38,1.48,1.12,10.3875,10.4084,10.017,9.6455,5.1,3.66,14.78,11.61,34.5979,38.1825,37.8535,36.7512,29.8261,32.544,32.6615,31.6331,3.1645,2.3763,9.7394,7.6242,2.8044,3.3286,3.4497,3.6096,2.4537,2.9243,2.9313,3.1441,114.3143,160.131,168.484,180.4031,37.9517,35.0153,34.0956,34.3382
300776,帝尔激光,深圳证券交易所,2019-05-17,57.71,http://www.drlaser.com.cn,湖北省武汉东湖新技术开发区九龙湖街88号,精密激光加工解决方案的设计及其配套设备的研发、生产和销售。,0.8645,0.4946,1.6889,1.2432,0.87,0.49,1.69,1.24,11.5996,11.5686,11.2494,10.7906,7.45,4.28,15.01,11.52,29.1795,34.0335,31.5019,32.5611,26.071,29.9849,28.6648,29.4772,3.5848,1.9928,6.7131,5.382,2.3204,2.2233,2.121,2.2735,1.5572,1.5037,1.4788,1.6203,10.3172,15.7528,17.6337,13.3721,51.9026,53.3941,55.2845,53.2874
300777,中简科技,深圳证券交易所,2019-05-16,6.06,http://www.sinofibers.com.cn,江苏省常州市新北区玉龙北路569号,从事高性能碳纤维及相关产品研发、生产、销售和技术服务。,0.2381,0.1347,0.6577,0.5571,0.24,0.13,0.66,0.56,9.3986,9.4125,9.2764,9.1547,2.53,1.43,7.09,6.08,41.6069,47.1543,57.5322,68.7957,35.9751,40.3663,51.7533,61.2762,2.3579,1.3337,6.5629,5.5934,17.9703,18.2316,15.7799,12.1225,17.3618,17.6322,15.3299,11.6816,553.5396,621.5522,398.697,201.5028,6.8054,6.7264,7.3352,7.9873
300778,新城市,深圳证券交易所,2019-05-10,27.33,http://www.nlt.com.cn,广东省深圳市龙岗区中心城清林中路39号新城市大厦10楼,城乡规划、工程设计、工程咨询等工程服务。,-0.5528,-0.4904,-0.2566,0.0492,-0.5545,-0.4949,-0.2766,0.0528,6.5497,6.6364,7.1237,7.4541,-8.43,-7.39,-3.59,0.66,-111.6832,-178.4989,-22.73,4.1904,-96.0592,-169.3872,-17.9471,3.7853,-7.3057,-6.3235,-3.085,0.5621,6.3606,6.0087,6.1174,6.0296,6.3606,6.0087,6.1174,6.0296,370.8685,361.062,350.7912,302.7166,13.5078,14.4857,14.3908,14.8533
300779,惠城环保,深圳证券交易所,2019-05-22,13.59,http://www.hcpect.com,山东省青岛市黄岛区泊里镇港旺大道395号,"为炼油企业提供废催化剂处理处置服务,研发、生产、销售FCC催化剂(新剂)、复活催化剂、再生平衡剂等资源化综合利用产品。",0.2001,0.1664,1.1152,1.0868,0.18,0.15,1.12,1.14,6.7912,9.524,9.585,9.5396,2.64,1.55,10.5,10.46,5.2253,6.491,14.4694,18.0475,6.5652,7.7896,14.3387,18.9535,1.027,0.6706,4.6724,4.5247,1.3438,1.5723,1.2189,1.3329,1.1147,1.2898,0.9681,1.0851,49.2183,70.9108,55.1486,51.785,61.8211,58.3681,58.3324,59.371
300780,德恩精工,深圳证券交易所,2019-05-31,11.58,http://www.cpt-world.com,四川省眉山市青神县兴业路9号,"皮带轮、锥套、同步带轮、胀套、链轮、齿轮箱、法兰、联轴器等机械传动零部件及其配套产品的研发、设计、生产和销售。同时,也根据客户需求提供定制化的机械零部件。",-0.1922,-0.1443,-0.0629,0.1238,-0.1784,-0.14,-0.06,0.1239,7.9053,7.9501,8.0823,8.2663,-2.26,-1.77,-0.69,1.5,-9.0742,-17.8619,-1.8913,5.6465,-10.6546,-17.9597,-1.8502,4.9039,-1.3386,-1.0098,-0.4393,0.8812,1.3933,1.4635,1.4957,3.5641,0.8006,0.8283,0.8331,1.0839,24.3809,25.1765,24.1595,31.6112,44.4688,43.8368,43.1147,40.9335
300781,因赛集团,深圳证券交易所,2019-06-06,16.53,http://www.gdinsight.com,广东省广州市番禺区番禺大道北555号广州天安番禺节能科技园总部中心26号楼,"从事整合营销传播服务,业务范围涵盖品牌管理、数字营销、公关传播及媒介代理。",0.2445,0.1425,0.601,0.4268,0.1811,0.1066,0.378,0.2985,6.3409,6.366,6.2587,6.1757,2.86,1.67,6.04,4.83,6.5914,9.0262,15.3657,13.1475,6.6001,8.9104,12.3211,12.1146,2.5544,1.4693,5.9779,4.5043,2.3957,2.5692,2.2507,2.4307,2.3957,2.5692,2.2507,2.4307,41.3756,58.6745,50.2952,59.8924,25.552,24.6471,28.7674,25.1813
300782,卓胜微,深圳证券交易所,2019-06-18,35.29,http://www.maxscend.com,江苏省无锡市滨湖区胡埭工业园刘闾路29号,射频集成电路领域的研究、开发、生产与销售。,0.6609,0.3691,2.0971,1.5323,0.6626,0.3699,2.0989,1.5316,18.8974,18.7608,18.3639,17.7524,3.51,1.97,11.45,8.64,14.7873,15.9928,26.8402,27.4658,15.4587,16.5621,25.5686,26.6107,2.6906,1.6515,10.2162,7.85,1.5799,2.208,3.712,4.7029,0.6403,1.1205,2.0169,2.7817,31.2028,68.0903,122.0037,189.289,23.0525,16.0605,10.5352,9.0369
300783,三只松鼠,深圳证券交易所,2019-07-12,14.68,http://www.3songshu.com,安徽省芜湖市弋江区芜湖高新技术产业开发区久盛路8号,自有品牌休闲食品的研发、检测、分装及销售。,0.7224,0.7687,0.5481,0.423,0.73,0.77,0.55,0.42,6.8265,7.0521,6.269,6.1163,10.58,10.9,8.74,6.92,6.818,10.3555,3.9093,4.5765,5.7083,8.4555,3.0893,3.7019,6.4656,6.4322,3.9651,3.9323,2.1994,2.1128,1.5677,2.0461,1.8365,1.8373,1.065,1.7114,39.1152,41.799,11.8729,24.9379,38.8993,40.9919,54.6484,43.1431
300784,利安科技,深圳证券交易所,2024-06-07,28.3,http://www.nblian.com,浙江省宁波市奉化区经济开发区汇盛路289号,从事注塑产品以及精密注塑模具的研发、生产和销售。,0.5467,0.4257,1.7948,1.1502,0.73,0.43,1.79,--,13.5289,9.8821,9.46,--,4.04,4.31,18.97,13.01,12.613,17.5334,17.9551,15.3437,12.2808,15.8777,16.1248,14.2154,2.7696,2.5514,11.5236,7.7753,2.4974,1.6764,1.9824,--,2.3608,1.4812,1.7975,--,168.915,65.85,80.3639,--,31.4567,40.7595,39.2341,40.2344
300785,值得买,深圳证券交易所,2019-07-15,28.42,http://www.zhidemai.com,北京市丰台区诺德中心二期11号楼37层-39层,"运营内容类导购平台什么值得买网站(www.smzdm.com)及相应的移动客户端,为电商、品牌商等提供信息推广服务、互联网效果营销平台服务。",0.0465,-0.1079,0.3994,0.0781,0.04,-0.11,0.38,0.07,9.23,9.2155,9.3269,9.044,0.42,-1.24,4.03,0.78,2.93,-3.5215,5.7386,1.7048,1.2924,-7.2437,5.4709,1.62,0.4118,-0.9948,3.509,0.7258,5.1245,6.7469,5.0272,5.8608,5.0346,6.71,4.971,5.8434,220.3754,337.1869,247.4313,308.747,17.8739,14.6459,17.7141,16.0167
300786,国林科技,深圳证券交易所,2019-07-23,26.02,http://www.china-guolin.com,山东省青岛市崂山区株洲路188号甲1号楼7层,专业从事臭氧产生机理研究、臭氧设备设计与制造、臭氧应用工程方案设计与臭氧系统设备安装、调试、运行及维护等业务。,-0.1447,-0.0286,-0.1678,-0.0295,-0.13,-0.02,-0.16,-0.02,6.4344,6.6018,6.7325,6.7582,-2.08,-0.35,-2.35,-0.37,-15.1946,-2.3775,-8.8548,-2.2966,-12.6543,-5.4462,-7.7222,-2.0642,-1.5265,-0.3013,-1.7496,-0.3103,1.9604,2.3335,2.1204,2.2855,1.0141,1.2308,1.2403,1.3093,29.6822,43.4455,43.2318,59.1311,30.8158,29.1469,28.2132,25.8065
300787,海能实业,深圳证券交易所,2019-08-15,27.33,"http://www.ce-link.com.cn,www.ce-link.com",江西省吉安市安福县工业园,"从事电子信号传输适配产品及其他消费电子产品的定制化设计生产,是专业化的消费电子产品提供商,高新技术企业。",0.1103,0.0347,0.5611,0.4693,0.1262,0.0357,0.5698,0.471,6.0932,7.4501,7.4949,7.4433,2.07,0.5,7.49,6.31,2.0225,1.2883,7.1468,7.554,3.0986,1.8736,6.7668,7.6687,0.8357,0.2265,3.9447,3.4612,1.4081,1.4992,1.7233,1.8817,1.1662,1.2393,1.4954,1.5642,69.8302,79.055,96.667,91.4269,53.5655,51.029,47.3125,45.1104
300788,中信出版,深圳证券交易所,2019-07-05,14.85,http://www.citicpub.com,"北京市朝阳区东三环北路27号嘉铭中心A座3层、5层、6层、9层、18层,B座18层",图书出版与发行、书店零售及其他文化增值服务。,0.4886,0.201,0.6288,0.6859,0.49,0.2,0.61,0.66,11.2531,11.2738,11.0746,11.1541,4.34,1.77,5.53,5.95,14.7199,12.4676,4.3759,9.7814,11.541,9.5077,6.9638,10.1446,2.8058,1.1653,3.5825,3.9594,2.6015,2.6749,2.5088,2.6849,2.1401,2.1905,2.0673,2.1994,157.0351,156.2587,154.8249,150.0597,35.7329,34.9833,37.2412,35.9002
300789,唐源电气,深圳证券交易所,2019-08-28,35.58,http://www.cdtye.com,四川省成都市武侯区武科西一路9号,轨道交通行业牵引供电、工务工程、车辆工程检测监测及智能运维信息化管理系统的研发、制造和销售。,0.3279,0.0717,1.02,0.4442,0.3257,0.0641,0.9834,0.435,7.0319,9.074,9.0069,8.4698,4.59,0.71,10.95,5.15,16.2705,8.6154,18.0808,14.9872,14.9652,8.5731,17.4464,13.8144,3.197,0.5309,7.505,3.5752,3.0562,2.994,2.8922,3.3008,2.4792,2.4202,2.4069,2.6762,64.0672,73.7873,72.1532,75.3585,28.8583,30.7429,31.7283,30.0429
300790,宇瞳光学,深圳证券交易所,2019-09-20,18.16,http://www.ytot.com,广东省东莞市长安镇靖海东路99号,光学镜头等相关产品设计、研发、生产和销售。,0.2889,0.1391,0.1413,0.1483,0.26,0.12,0.1,0.1269,5.7771,5.6644,5.6061,5.9914,4.36,2.12,1.64,2.06,8.2501,8.9038,2.0658,3.0868,7.7632,8.2063,2.2109,3.3358,1.9355,0.9516,0.938,1.0193,1.0557,1.0585,1.0085,1.1963,0.7692,0.7548,0.7414,0.8494,33.2665,26.9812,22.4223,45.4469,58.6911,58.7057,60.4702,56.5452
300791,仙乐健康,深圳证券交易所,2019-09-25,54.73,http://www.siriopharma.com,广东省汕头市泰山路83号,营养保健食品的研发、生产、销售及技术服务。,0.576,0.2967,1.3234,0.8848,0.86,0.3472,1.5585,1.03,9.8823,13.3103,13.1637,15.847,6.62,2.61,11.76,6.47,8.682,7.6631,7.8733,7.8931,6.8283,5.6617,6.7082,6.3806,2.6312,1.0506,4.6247,3.2574,2.4879,3.0201,2.5734,3.1368,1.7619,2.2012,1.9329,2.3864,64.7877,67.7022,73.8204,92.4732,51.7923,49.7201,50.61,39.331
300792,壹网壹创,深圳证券交易所,2019-09-27,38.3,http://www.topwinchance.com,浙江省杭州市钱塘区白杨街道科技园路520号2幢1层520室,为国内外知名快消品品牌提供全网各渠道电子商务服务。,0.2805,0.1231,0.4526,0.4771,0.28,0.12,0.46,0.48,11.9264,11.9,11.7783,11.8171,2.35,1.03,3.84,4.03,12.68,12.319,9.48,14.7206,10.7582,10.4054,8.3834,12.7317,2.1979,0.9714,3.5231,3.6694,10.9721,12.0971,8.3439,7.6199,9.2373,10.1833,6.8362,6.2208,639.0142,647.1421,411.403,352.4161,6.5067,6.0164,8.291,9.0861
300793,佳禾智能,深圳证券交易所,2019-10-18,13.43,http://www.cosonic.cc,广东省东莞市松山湖园区科苑路3号,从事电声产品的设计研发、制造、销售。,0.1188,0.0426,0.391,0.458,0.09,0.04,0.39,0.46,7.4068,7.4772,7.3953,7.5115,1.62,0.58,5.3,6.1,2.7757,2.6488,6.2388,9.6196,3.5672,3.2252,5.5649,8.5731,0.8655,0.3369,4.0539,4.2385,2.8879,3.8406,2.7957,2.1726,2.3731,3.1955,2.1366,1.6182,72.5857,130.0387,109.5729,50.8739,45.9805,40.8608,23.2416,30.4073
300795,米奥会展,深圳证券交易所,2019-10-22,14.27,http://www.meorient.com,上海市恒丰路218号现代交通商务大厦21楼2104室,会展项目的策划发起、组织承办、推广及运营服务。,0.1995,0.0211,1.2896,0.6229,0.18,0.03,1.23,0.54,2.7117,4.331,4.2904,3.5615,6.55,0.73,28.68,15.1,21.0264,4.4069,27.2756,23.7344,17.5978,4.2433,23.6248,20.1264,5.1904,0.3551,22.7141,10.645,3.4201,3.6989,4.1894,2.4144,3.4201,3.6989,4.1894,2.4144,307.6326,341.718,384.3262,214.3567,26.736,24.78,21.7691,36.266
300796,贝斯美,深圳证券交易所,2019-11-15,14.25,http://www.bsmchem.com,浙江省绍兴市上虞区杭州湾上虞经济技术开发区经十一路2号,以4-硝等中间体、二甲戊灵原药和二甲戊灵制剂等产品为主的研发、生产及销售。,0.0446,0.0568,0.2553,0.2261,0.05,0.06,0.24,0.22,4.5814,4.6866,4.6358,4.6087,1,1.19,5.28,4.74,1.8778,8.2942,16.08,22.8811,2.4171,5.7943,13.1855,17.5092,0.5422,0.692,3.1533,3.9531,1.2354,1.3711,1.3729,3.9684,1.0208,1.1567,1.1619,3.5515,74.2191,83.09,82.2873,255.1255,44.2818,41.9161,41.7482,18.1005
300797,钢研纳克,深圳证券交易所,2019-11-01,4.5,http://www.ncschina.com,北京市海淀区高梁桥斜街13号,从事金属材料检测技术的研究、开发和应用。,0.092,0.013,0.2634,0.163,0.1288,0.0323,0.3339,0.2176,2.8858,2.7847,2.7464,2.6133,4.36,1.13,11.94,8.17,8.1242,1.2861,10.9672,10.7168,7.709,2.4331,10.6283,10.0121,1.871,0.2752,5.3705,3.6736,1.7227,1.7175,1.6395,1.896,1.1602,1.1353,1.1887,1.2794,24.7475,21.0685,44.2068,35.4977,40.9,40.2239,42.9143,39.8896
